#Word Types: 1158
#Word Tokens: 1614678
#Search Hits: 0
534	95	рп	
535	91	xi	
536	91	яп	
537	90	вх	
538	90	зч	
539	90	сш	
540	90	у	
541	90	хр	
542	89	es	
543	89	с	
544	88	бх	
545	86	йм	
546	84	мк	
547	81	фь	
548	80	к	
549	80	сц	
550	80	хм	
551	79	мп	
552	79	рл	
553	78	сб	
554	78	чо	
555	78	яш	
556	77	йш	
557	76	#e	
558	76	пт	
559	75	on	
560	75	vi	
561	75	оу	
562	75	тп	
563	75	ьг	
564	73	п	
565	72	#d	
566	72	зс	
567	72	яр	
568	71	de	
569	70	#i	
570	70	жб	
571	69	#a	
572	69	is	
573	69	la	
574	69	чл	
575	68	жь	
576	68	тю	
577	67	жч	
578	67	йц	
579	66	re	
580	66	жо	
581	65	er	
582	65	лп	
583	65	хс	
584	62	#g	
585	62	ау	
586	62	яи	
587	61	гч	
588	61	цв	
589	60	п#	
590	60	юч	
591	59	#v	
592	59	xv	
593	59	дд	
594	59	юр	
595	58	am	
596	58	эк	
597	57	a#	
598	56	мм	
599	56	тъ	
600	56	эл	
601	55	in	
602	55	пь	
603	55	ф	
604	55	юю	
605	54	ll	
606	54	бд	
607	53	хе	
608	52	p#	
609	52	яц	
610	51	au	
611	51	lt	
612	51	te	
613	51	u#	
614	51	x#	
615	51	еа	
616	51	уа	
617	50	gt	
618	50	r#	
619	50	пч	
620	50	рщ	
621	49	ai	
622	49	se	
623	48	ne	
624	48	мг	
625	48	ф#	
626	47	en	
627	46	ch	
628	46	ou	
629	46	вг	
630	46	гс	
631	45	v#	
632	44	в	
633	44	й	
634	44	щн	
635	43	#b	
636	43	ie	
637	43	nd	
638	43	оэ	
639	43	сж	
640	43	ьд	
641	42	me	
642	42	st	
643	42	дч	
644	41	#s	
645	41	da	
646	41	el	
647	41	юш	
648	40	#ю	
649	40	ьв	
650	40	юн	
651	39	#f	
652	39	et	
653	39	вц	
654	39	лт	
655	38	#t	
656	38	ce	
657	38	фу	
658	38	ыж	
659	38	ю	
660	37	ar	
661	37	ri	
662	37	съ	
663	37	яб	
664	36	вв	
665	36	дб	
666	36	пп	
667	36	эн	
668	35	co	
669	35	р	
670	35	рц	
671	35	щь	
672	35	я	
673	34	ur	
674	34	и	
675	32	eu	
676	32	li	
677	32	nt	
678	31	мт	
679	31	сз	
680	31	тф	
681	31	фл	
682	31	фт	
683	30	pa	
684	30	us	
685	30	мч	
686	30	сё	
687	30	ё#	
688	29	#r	
689	29	г	
690	29	зз	
691	29	лб	
692	28	iv	
693	28	l#	
694	27	fa	
695	27	mo	
696	26	he	
697	26	рз	
698	25	as	
699	25	ns	
700	25	ti	
701	25	рр	
702	25	ьщ	
703	24	al	
704	24	ez	
705	24	un	
706	24	z#	
707	24	бь	
708	24	уф	
709	23	em	
710	23	it	
711	23	ix	
712	23	oi	
713	23	ro	
714	23	вб	
715	23	зъ	
716	23	нф	
717	22	#j	
718	22	#n	
719	22	ad	
720	22	qu	
721	22	ss	
722	22	ta	
723	22	иф	
724	22	лд	
725	22	нз	
726	22	пш	
727	21	il	
728	21	nc	
729	21	om	
730	21	si	
731	21	д	
732	21	кк	
733	21	тщ	
734	21	уэ	
735	21	юм	
736	20	so	
737	20	зт	
738	20	тб	
739	19	#q	
740	19	at	
741	19	ra	
742	19	vo	
743	19	л	
744	19	пц	
745	19	юл	
746	18	be	
747	18	rd	
748	18	жж	
749	17	#u	
750	17	m	
751	17	mi	
752	17	pe	
753	17	б	
754	17	кш	
755	17	нб	
756	17	тм	
757	17	тх	
758	16	#	
759	16	d#	
760	16	ea	
761	16	ha	
762	16	ic	
763	16	no	
764	16	tr	
765	16	сг	
766	16	юх	
767	15	or	
768	15	ut	
769	15	кж	
770	15	мц	
771	15	фс	
772	15	хш	
773	14	io	
774	14	ng	
775	14	os	
776	14	ul	
777	14	дж	
778	14	х	
779	14	ь	
780	14	юп	
781	13	br	
782	13	c#	
783	13	di	
784	13	do	
785	13	ir	
786	13	l	
787	13	po	
788	13	rt	
789	13	ve	
790	13	бт	
791	13	вщ	
792	13	иу	
793	13	мб	
794	12	bl	
795	12	e	
796	12	ot	
797	12	pl	
798	12	pr	
799	12	ue	
800	12	бш	
801	12	ж	
802	12	рф	
803	12	сф	
804	12	цц	
805	12	ьо	
806	11	#o	
807	11	ca	
808	11	fe	
809	11	ge	
810	11	ht	
811	11	mm	
812	11	ni	
813	11	nn	
814	11	pi	
815	11	to	
816	11	tt	
817	11	аа	
818	11	зш	
819	11	щ#	
820	11	ъю	
821	10	bo	
822	10	cu	
823	10	ig	
824	10	ui	
825	10	ux	
826	10	y#	
827	10	бц	
828	10	бч	
829	10	гв	
830	10	гт	
831	10	дю	
832	10	хт	
833	10	шп	
834	9	#h	
835	9	dr	
836	9	h#	
837	9	lu	
838	9	rs	
839	9	sa	
840	9	th	
841	9	uc	
842	9	гш	
843	9	жг	
844	9	тг	
845	9	ч	
846	9	ыу	
847	8	ci	
848	8	ei	
849	8	ex	
850	8	ho	
851	8	id	
852	8	mp	
853	8	ts	
854	8	еф	
855	8	кц	
856	8	фы	
857	8	чм	
858	8	шм	
859	8	щр	
860	8	ыи	
861	8	юц	
862	7	#w	
863	7	ec	
864	7	fo	
865	7	gl	
866	7	je	
867	7	oe	
868	7	ol	
869	7	rr	
870	7	sc	
871	7	ао	
872	7	бю	
873	7	въ	
874	7	дг	
875	7	зю	
876	7	йф	
877	7	лф	
878	7	мш	
879	7	нв	
880	7	тж	
881	7	фф	
882	7	эр	
883	6	#k	
884	6	ab	
885	6	du	
886	6	g#	
887	6	gr	
888	6	jo	
889	6	ju	
890	6	lo	
891	6	m#	
892	6	n	
893	6	o#	
894	6	rn	
895	6	бг	
896	6	бж	
897	6	жл	
898	6	зц	
899	6	кд	
900	6	лш	
901	6	пю	
902	6	уц	
903	6	ш	
904	6	ы	
905	5	ee	
906	5	fi	
907	5	gh	
908	5	im	
909	5	na	
910	5	oc	
911	5	op	
912	5	pu	
913	5	s	
914	5	t	
915	5	we	
916	5	ye	
917	5	лв	
918	5	лз	
919	5	мщ	
920	5	нж	
921	5	уо	
922	5	ц	
923	5	чв	
924	5	эз	
925	5	эп	
926	5	юв	
927	5	юг	
928	4	#z	
929	4	ac	
930	4	ag	
931	4	ba	
932	4	ep	
933	4	ev	
934	4	ja	
935	4	k#	
936	4	mb	
937	4	my	
938	4	nf	
939	4	od	
940	4	oy	
941	4	xa	
942	4	вю	
943	4	жм	
944	4	кз	
945	4	оа	
946	4	пс	
947	4	уи	
948	4	фм	
949	4	шц	
950	4	шю	
951	4	ьэ	
952	4	эг	
953	4	эс	
954	4	юк	
955	3	ap	
956	3	aw	
957	3	bi	
958	3	ck	
959	3	eg	
960	3	ej	
961	3	f	
962	3	ff	
963	3	fr	
964	3	gn	
965	3	go	
966	3	ib	
967	3	if	
968	3	j#	
969	3	ke	
970	3	rc	
971	3	rg	
972	3	rm	
973	3	sk	
974	3	ub	
975	3	um	
976	3	uo	
977	3	v	
978	3	va	
979	3	wi	
980	3	бз	
981	3	гю	
982	3	йо	
983	3	мз	
984	3	мю	
985	3	сщ	
986	3	сэ	
987	3	тз	
988	3	що	
989	3	ьп	
990	3	э	
991	3	эй	
992	3	эф	
993	3	юж	
994	3	юз	
995	3	юф	
996	2	#y	
997	2	#й	
998	2	af	
999	2	av	
1000	2	ax	
1001	2	cl	
1002	2	cr	
1003	2	f#	
1004	2	fl	
1005	2	ga	
1006	2	gu	
1007	2	hn	
1008	2	hu	
1009	2	ia	
1010	2	ka	
1011	2	kl	
1012	2	ls	
1013	2	mt	
1014	2	mu	
1015	2	nh	
1016	2	nu	
1017	2	ph	
1018	2	pp	
1019	2	pt	
1020	2	r	
1021	2	rf	
1022	2	rl	
1023	2	sb	
1024	2	sd	
1025	2	su	
1026	2	sy	
1027	2	tu	
1028	2	ud	
1029	2	uf	
1030	2	up	
1031	2	uv	
1032	2	vu	
1033	2	wn	
1034	2	wu	
1035	2	xc	
1036	2	zu	
1037	2	бб	
1038	2	вж	
1039	2	гф	
1040	2	йб	
1041	2	кх	
1042	2	мв	
1043	2	нш	
1044	2	тэ	
1045	2	фн	
1046	2	фю	
1047	2	фя	
1048	2	хг	
1049	2	цм	
1050	2	шр	
1051	2	шш	
1052	2	ьх	
1053	2	э#	
1054	2	эд	
1055	2	эм	
1056	2	юи	
1057	1	#ё	
1058	1	ah	
1059	1	ak	
1060	1	ay	
1061	1	aп	
1062	1	b	
1063	1	bs	
1064	1	bu	
1065	1	by	
1066	1	ct	
1067	1	cе	
1068	1	dm	
1069	1	dy	
1070	1	eq	
1071	1	ew	
1072	1	fu	
1073	1	g	
1074	1	gi	
1075	1	hi	
1076	1	ij	
1077	1	iu	
1078	1	iz	
1079	1	kf	
1080	1	ko	
1081	1	ku	
1082	1	lk	
1083	1	lp	
1084	1	lа	
1085	1	ml	
1086	1	nr	
1087	1	ny	
1088	1	nz	
1089	1	of	
1090	1	oh	
1091	1	oo	
1092	1	oq	
1093	1	p	
1094	1	ps	
1095	1	py	
1096	1	rb	
1097	1	ru	
1098	1	rv	
1099	1	sg	
1100	1	sm	
1101	1	sn	
1102	1	sq	
1103	1	sr	
1104	1	u	
1105	1	vr	
1106	1	x	
1107	1	xe	
1108	1	y	
1109	1	ya	
1110	1	z	
1111	1	ze	
1112	1	zo	
1113	1	zw	
1114	1	аp	
1115	1	аt	
1116	1	аэ	
1117	1	вc	
1118	1	гз	
1119	1	гм	
1120	1	дз	
1121	1	дщ	
1122	1	жр	
1123	1	жц	
1124	1	йе	
1125	1	йз	
1126	1	йр	
1127	1	йщ	
1128	1	кф	
1129	1	лм	
1130	1	лц	
1131	1	лщ	
1132	1	лё	
1133	1	мж	
1134	1	мф	
1135	1	нм	
1136	1	пf	
1137	1	пф	
1138	1	пщ	
1139	1	тш	
1140	1	уу	
1141	1	фч	
1142	1	хд	
1143	1	хп	
1144	1	хч	
1145	1	хъ	
1146	1	цб	
1147	1	чё	
1148	1	ыц	
1149	1	ыщ	
1150	1	ыя	
1151	1	ьж	
1152	1	эш	
1153	1	юа	
1154	1	юй	
1155	1	яу	
1156	1	ёк	
1157	1	ён	
1158	1	ёт	
